WebSocket transport not available. Install eventlet or gevent and gevent-websocket for improved performance.
 * Running on http://0.0.0.0:8000/ (Press CTRL+C to quit)
104.187.193.229 - - [21/Jun/2017 05:21:13] "POST /socket.io/?EIO=3&transport=polling&t=1498022473866-406&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:13] "GET /socket.io/?EIO=3&transport=polling&t=1498022472081-405&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022473970-407&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022482085-408&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022482085-409&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022492100-410&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:39] "POST /socket.io/?EIO=3&transport=polling&t=1498022499987-412&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:39] "GET /socket.io/?EIO=3&transport=polling&t=1498022492101-411&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022500064-413&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022502331-414&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022502331-415&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022512095-416&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022512095-417&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022522120-418&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:05] "POST /socket.io/?EIO=3&transport=polling&t=1498022525872-420&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:05] "GET /socket.io/?EIO=3&transport=polling&t=1498022522121-419&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022525965-421&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022532115-422&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022532115-423&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022542143-424&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022551665-426&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022542144-425&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022551770-427&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022552150-428&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022552151-429&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022562214-430&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022562215-431&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022572176-432&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:56] "POST /socket.io/?EIO=3&transport=polling&t=1498022577181-434&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:22:56] "GET /socket.io/?EIO=3&transport=polling&t=1498022572176-433&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022577273-435&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022582175-436&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022582175-437&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022592190-438&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022592190-439&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022602154-440&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:22] "POST /socket.io/?EIO=3&transport=polling&t=1498022602583-442&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:22] "GET /socket.io/?EIO=3&transport=polling&t=1498022602154-441&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022602691-443&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022612207-444&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022612207-445&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022622171-446&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:47] "POST /socket.io/?EIO=3&transport=polling&t=1498022628226-448&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:47] "GET /socket.io/?EIO=3&transport=polling&t=1498022622171-447&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022628322-449&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:23:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022632229-450&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022632229-451&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022642397-452&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022642397-453&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022652229-454&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:12] "POST /socket.io/?EIO=3&transport=polling&t=1498022653324-456&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:12] "GET /socket.io/?EIO=3&transport=polling&t=1498022652229-455&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:14] "GET / HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:14] "GET /socket.io/?EIO=3&transport=polling&t=1498022655467-0 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:15] "POST /socket.io/?EIO=3&transport=polling&t=1498022655508-1&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:15] "GET /socket.io/?EIO=3&transport=polling&t=1498022655509-2&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:15] "POST /socket.io/?EIO=3&transport=polling&t=1498022655546-3&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:15] "POST /socket.io/?EIO=3&transport=polling&t=1498022655591-5&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022655547-4&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022653417-457&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022662363-6&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022662364-7&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022672240-8&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
 connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
<!DOCTYPE html>
 <head>    
     <meta http-equiv="content-type" content="text/html; charset=UTF-8" />
     <script>L_PREFER_CANVAS = false; L_NO_TOUCH = false; L_DISABLE_3D = false;</script>
     <script src="https://unpkg.com/leaflet@1.0.1/dist/leaflet.js"></script>
     <script src="https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js"></script>
     <script src="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/js/bootstrap.min.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/Leaflet.awesome-markers/2.0.2/leaflet.awesome-markers.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/leaflet.markercluster-src.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/leaflet.markercluster.js"></script>
     <link rel="stylesheet" href="https://unpkg.com/leaflet@1.0.1/dist/leaflet.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/css/bootstrap.min.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/css/bootstrap-theme.min.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/Leaflet.awesome-markers/2.0.2/leaflet.awesome-markers.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/MarkerCluster.Default.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/MarkerCluster.css" />
     <link rel="stylesheet" href="https://rawgit.com/python-visualization/folium/master/folium/templates/leaflet.awesome.rotate.css" />
     <style>html, body {width: 100%;height: 100%;margin: 0;padding: 0;}</style>
     <style>#map {position:absolute;top:0;bottom:0;right:0;left:0;}</style>
     
             <style> #map_5199bd056daa4cd7b9928435bdf3c071 {
                 position : relative;
                 width : 100.0%;
                 height: 100.0%;
                 left: 0.0%;
                 top: 0.0%;
                 }
             </style>
         
 </head>
 <body>    
     
             <div class="folium-map" id="map_5199bd056daa4cd7b9928435bdf3c071" ></div>
         
 </body>
 <script>    
     
 
          127.0.0.1 - - [21/Jun/2017 05:24:32] "GET /map/33.77,-118.193 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:32] "GET /socket.io/?EIO=3&transport=polling&t=1498022672241-9&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:40] "POST /socket.io/?EIO=3&transport=polling&t=1498022680510-11&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:40] "GET /socket.io/?EIO=3&transport=polling&t=1498022672830-10&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022680643-12&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022682230-13&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022682230-14&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:24:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022692249-15&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022692249-16&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022702299-17&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:05] "POST /socket.io/?EIO=3&transport=polling&t=1498022705648-19&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:05] "GET /socket.io/?EIO=3&transport=polling&t=1498022702300-18&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022705740-20&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022712240-21&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022712240-22&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022722280-23&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:30] "POST /socket.io/?EIO=3&transport=polling&t=1498022730741-25&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:30] "GET /socket.io/?EIO=3&transport=polling&t=1498022722280-24&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022730839-26&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022732275-27&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022732275-28&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022742288-29&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022742288-30&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022752315-31&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:55] "POST /socket.io/?EIO=3&transport=polling&t=1498022755845-33&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:25:55] "GET /socket.io/?EIO=3&transport=polling&t=1498022752315-32&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022755919-34&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022762321-35&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022762321-36&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022772290-37&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022781598-39&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022772290-38&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022781709-40&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:22] "POST /socket.io/?EIO=3&transport=polling&t=1498022782479-41&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022782479-42&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022792304-43&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022792304-44&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:42] "POST /socket.io/?EIO=3&transport=polling&t=1498022802678-45&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:47] "POST /socket.io/?EIO=3&transport=polling&t=1498022808235-47&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:47] "GET /socket.io/?EIO=3&transport=polling&t=1498022802679-46&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022808331-48&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:26:52] "POST /socket.io/?EIO=3&transport=polling&t=1498022812563-49&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022812564-50&sid=4d1bec991897485a8aa09a2d7cf2b55c HTTP/1.1" 200 -
