WebSocket transport not available. Install eventlet or gevent and gevent-websocket for improved performance.
 * Running on http://0.0.0.0:8000/ (Press CTRL+C to quit)
104.187.193.229 - - [21/Jun/2017 05:15:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022111750-304&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022111841-305&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022111841-306&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im co104.187.193.229 - - [21/Jun/2017 05:15:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022121808-307&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022121809-308&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022132138-309&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:36] "POST /socket.io/?EIO=3&transport=polling&t=1498022136812-311&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:36] "GET /socket.io/?EIO=3&transport=polling&t=1498022132139-310&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022136889-312&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022141963-313&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2017 05:15:46] "GET /text/I%20have%20one%20dataset%20in%20my%20system.%20%20I%20have%20marine%09traffic%20data%20also%20called%20%20A-I-S%20data%20for%20the%20year%202014.%20%20The%20data%09is%20primarily%20for%20the%20Port%20of%20Long%20Beach.%09The%20dataset%20contains%205366060%20ship%20locations%20from%20Feb%201%20to%20March%203 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:46] "GET /socket.io/?EIO=3&transport=polling&t=1498022141963-314&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022146593-315&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:15:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022151844-316&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022151844-317&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022161933-318&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:02] "POST /socket.io/?EIO=3&transport=polling&t=1498022162697-320&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:02] "GET /socket.io/?EIO=3&transport=polling&t=1498022161934-319&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022162826-321&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022172069-322&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2017 05:16:14] "GET /map/33.77,-118.193 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:14] "GET /socket.io/?EIO=3&transport=polling&t=1498022172069-323&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022174868-324&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022181899-325&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:28] "POST /socket.io/?EIO=3&transport=polling&t=1498022189128-327&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:28] "GET /socket.io/?EIO=3&transport=polling&t=1498022181900-326&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022189258-328&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022191845-329&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022191845-330&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022201867-331&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022201868-332&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022212008-333&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:54] "POST /socket.io/?EIO=3&transport=polling&t=1498022214673-335&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:16:54] "GET /socket.io/?EIO=3&transport=polling&t=1498022212008-334&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022214753-336&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
nnected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
<!DOCTYPE html>
 <head>    
     <meta http-equiv="content-type" content="text/html; charset=UTF-8" />
     <script>L_PREFER_CANVAS = false; L_NO_TOUCH = false; L_DISABLE_3D = false;</script>
     <script src="https://unpkg.com/leaflet@1.0.1/dist/leaflet.js"></script>
     <script src="https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js"></script>
     <script src="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/js/bootstrap.min.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/Leaflet.awesome-markers/2.0.2/leaflet.awesome-markers.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/leaflet.markercluster-src.js"></script>
     <script src="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/leaflet.markercluster.js"></script>
     <link rel="stylesheet" href="https://unpkg.com/leaflet@1.0.1/dist/leaflet.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/css/bootstrap.min.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/bootstrap/3.2.0/css/bootstrap-theme.min.css" />
     <link rel="stylesheet" href="https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/Leaflet.awesome-markers/2.0.2/leaflet.awesome-markers.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/MarkerCluster.Default.css" />
     <link rel="stylesheet" href="https://cdnjs.cloudflare.com/ajax/libs/leaflet.markercluster/1.0.0/MarkerCluster.css" />
     <link rel="stylesheet" href="https://rawgit.com/python-visualization/folium/master/folium/templates/leaflet.awesome.rotate.css" />
     <style>html, body {width: 100%;height: 100%;margin: 0;padding: 0;}</style>
     <style>#map {position:absolute;top:0;bottom:0;right:0;left:0;}</style>
     
             <style> #map_5a8cbf3f7aa941bf9bc16f0bf37bead3 {
                 position : relative;
                 width : 100.0%;
                 height: 100.0%;
                 left: 0.0%;
                 top: 0.0%;
                 }
             </style>
         
 </head>
 <body>    
     
             <div class="folium-map" id="map_5a8cbf3f7aa941bf9bc16f0bf37bead3" ></div>
         
 </body>
 <script>    
     
 
             
                 var southWest = L.latLng(-90, -180);
                 var northEast = L.latLng(90, 180);
                 var bounds = L.latLngBounds(southWest, northEast);
             
 
             var map_5a8cbf3f7aa941bf9bc16f0bf37bead3 = L.map(
                                   'map_5a8cbf3f7aa941bf9bc16f0bf37bead3',
                                   {center: [33.77,-118.193],
                                   zoom: 12,
                                   maxBounds: bounds,
                                   layers: [],
                                   worldCopyJump: false,
                                   crs: L.CRS.EPSG3857
                                  });
             
         
     
             var tile_layer_73b151eaab9d43b293ba7979c39988ed = L.tileLayer(
                 'https://{s}.tile.openstreetmap.org/{z}/{x}/{y}.png',
                 {
                     maxZoom: 18,
                     minZoom: 1,
                     continuousWorld: false,
                     noWrap: false,
                     attribution: 'Data by <a href="http://openstreetmap.org">OpenStreetMap</a>, under <a href="http://www.openstreetmap.org/copyright">ODbL</a>.',
                     detectRetina: false
                     }
                 ).addTo(map_5a8cbf3f7aa941bf9bc16f0bf37bead3);
 
         
 </script>
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im104.187.193.229 - - [21/Jun/2017 05:17:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022222165-337&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022222165-338&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022231876-339&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:20] "POST /socket.io/?EIO=3&transport=polling&t=1498022240967-341&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:20] "GET /socket.io/?EIO=3&transport=polling&t=1498022231876-340&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022241089-342&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022242113-343&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022242113-344&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022251945-345&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022251945-346&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022262094-347&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:46] "POST /socket.io/?EIO=3&transport=polling&t=1498022267272-349&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:46] "GET /socket.io/?EIO=3&transport=polling&t=1498022262094-348&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022267390-350&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:17:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022271934-351&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022271935-352&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022281985-353&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022281985-354&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022291951-355&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:12] "POST /socket.io/?EIO=3&transport=polling&t=1498022292697-357&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:12] "GET /socket.io/?EIO=3&transport=polling&t=1498022291952-356&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022292784-358&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022302017-359&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022302018-360&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022312159-361&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:37] "POST /socket.io/?EIO=3&transport=polling&t=1498022318281-363&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:37] "GET /socket.io/?EIO=3&transport=polling&t=1498022312159-362&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022318370-364&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022321974-365&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022321975-366&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:18:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022332123-367&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022332123-368&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022341953-369&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:03] "POST /socket.io/?EIO=3&transport=polling&t=1498022343765-371&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:03] "GET /socket.io/?EIO=3&transport=polling&t=1498022341954-370&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022343853-372&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022351963-373&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022351963-374&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022361978-375&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:29] "POST /socket.io/?EIO=3&transport=polling&t=1498022370113-377&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:29] "GET /socket.io/?EIO=3&transport=polling&t=1498022361978-376&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022370186-378&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022372061-379&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022372061-380&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022382199-381&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022382199-382&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022392014-383&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:55] "POST /socket.io/?EIO=3&transport=polling&t=1498022396145-385&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:19:55] "GET /socket.io/?EIO=3&transport=polling&t=1498022392014-384&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022396258-386&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022402013-387&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022402013-388&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022412329-389&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022421959-391&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:21] "GET /socket.io/?EIO=3&transport=polling&t=1498022412329-390&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:21] "POST /socket.io/?EIO=3&transport=polling&t=1498022422039-392&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022422040-393&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022432016-394&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022432016-395&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:41] "POST /socket.io/?EIO=3&transport=polling&t=1498022442080-396&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:47] "POST /socket.io/?EIO=3&transport=polling&t=1498022448142-398&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:47] "GET /socket.io/?EIO=3&transport=polling&t=1498022442080-397&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022448232-399&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:20:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022452237-400&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022452237-401&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022462060-402&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022462060-403&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:21:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022472081-404&sid=669fce3bf0444eceabcb335d7c3e3d5f HTTP/1.1" 200 -
